state,lat,lng,rule,our_confidence,poi_name,nearest_db_pharmacy_km,nearest_db_pharmacy_name,google_pharmacies_found,new_pharmacies,status,verification_method,google_pharmacy_names,db_nearby_names
VIC,-37.5365138,144.9212675,Item 133,75%,Coles,0.14,Chemist Warehouse Merrifield City SC Mickleham,0,0,needs_review,db_only,,Chemist Warehouse Merrifield City SC Mickleham (0.14km)
VIC,-37.79828895,144.98392465,Item 133,75%,Woolworths Metro Smith Street,0.19,Chemist Warehouse,0,0,needs_review,db_only,,Chemist Warehouse (0.19km); Newton & Leung Pharmacy (0.32km); Chemist Warehouse (0.38km)
VIC,-38.1999703,144.3168594,Item 133,75%,Coles,0.14,Priceline Pharmacy Waurn Ponds,0,0,needs_review,db_only,,Priceline Pharmacy Waurn Ponds (0.14km); Pharmacy 4 Less Waurn Ponds (0.26km); Amcal (0.29km)
VIC,-38.2390054,146.3983912,Item 133,75%,Coles,0.13,Chemist Discount Centre Morwell,0,0,needs_review,db_only,,Chemist Discount Centre Morwell (0.13km); Advantage Pharmacy Morwell (0.30km)
VIC,-37.7140271,144.6022542,Item 133,75%,Coles,0.13,Direct Chemist Outlet Cobblebank,0,0,needs_review,db_only,,Direct Chemist Outlet Cobblebank (0.13km)
VIC,-38.306299,145.1914173,Item 133,75%,Coles,0.13,Hastings Discount Drug Store,0,0,needs_review,db_only,,Hastings Discount Drug Store (0.13km); TerryWhite Chemmart Hastings (0.19km)
VIC,-37.9259993,145.1185924,Item 133,75%,Coles,0.12,Direct Chemist Outlet Clayton Central Compounding Pharmacy,0,0,needs_review,db_only,,Direct Chemist Outlet Clayton Central Compounding Pharmacy (0.12km); Hi-Pie Aussie Life (0.17km); Chemist Warehouse (0.22km)
VIC,-36.7754017,144.3061077,Item 133,75%,Woolworths,0.12,Strathdale Pharmacy,0,0,needs_review,db_only,,Strathdale Pharmacy (0.12km); TerryWhite Chemmart Strathdale (0.20km)
VIC,-37.9738785,145.0163098,Item 133,75%,Woolworths Metro,0.12,Pharmacy 360 Black Rock,0,0,needs_review,db_only,,Pharmacy 360 Black Rock (0.12km)
VIC,-38.308946649999996,145.1900536,Item 133,75%,Woolworths,0.16,TerryWhite Chemmart Hastings,0,0,needs_review,db_only,,TerryWhite Chemmart Hastings (0.16km); Hastings Discount Drug Store (0.22km)
VIC,-36.7612657,144.2826422,Item 133,75%,Coles,0.12,Chemist Discount Centre Bendigo,0,0,needs_review,db_only,,Chemist Discount Centre Bendigo (0.12km); Chemist Warehouse (0.20km); Bendigo UFS Hargreaves Street (0.37km)
VIC,-37.883705,145.2778081,Item 133,75%,Woolworths,0.12,Elixir Compounding Pharmacy,0,0,needs_review,db_only,,Elixir Compounding Pharmacy (0.12km); PharmaSave (0.21km); TerryWhite Chemmart Mountain Gate (Transitioning) (0.34km)
VIC,-37.28763,144.94817475000002,Item 133,75%,Coles,0.12,Direct Chemist Outlet Kilmore,0,0,needs_review,db_only,,Direct Chemist Outlet Kilmore (0.12km)
VIC,-38.0441357,145.3689227,Item 133,75%,Woolworths,0.12,Beaconsfield Pharmacy,0,0,needs_review,db_only,,Beaconsfield Pharmacy (0.12km)
VIC,-36.1296895,144.751593,Item 133,75%,Woolworths,0.12,Priceline Pharmacy Echuca Square,0,0,needs_review,db_only,,Priceline Pharmacy Echuca Square (0.12km); Echuca Amcal Pharmacy (0.30km); Coburn & Reid Pharmacy (0.33km)
VIC,-35.9198826,145.6465119,Item 133,75%,Woolworths,0.12,Cobram Discount Drug Store,0,0,needs_review,db_only,,Cobram Discount Drug Store (0.12km); TerryWhite Chemmart Cobram (0.19km)
VIC,-37.9208945,145.2375525,Item 133,75%,Coles,0.11,Blooms The Chemist,0,0,needs_review,db_only,,Blooms The Chemist (0.11km); Chemist Warehouse (0.25km); Blooms The Chemist Stud Park (0.47km)
VIC,-37.8768747,145.1645918,Item 133,75%,Coles,0.11,Priceline Pharmacy The Glen,0,0,needs_review,db_only,,Priceline Pharmacy The Glen (0.11km); TerryWhite Chemmart The Glen (0.11km); Chemist Warehouse (0.24km)
VIC,-37.803235,145.3108152,Item 133,75%,Woolworths,0.11,Kilsyth Pharmacy,0,0,needs_review,db_only,,Kilsyth Pharmacy (0.11km)
VIC,-38.219185,145.0399321,Item 133,75%,Coles,0.11,Chemist Warehouse,0,0,needs_review,db_only,,Chemist Warehouse (0.11km); Advantage Pharmacy Mornington (0.16km)
VIC,-38.0686164,145.3007558,Item 133,75%,Coles,0.11,Blooms the Chemist Casey Central,0,0,needs_review,db_only,,Blooms the Chemist Casey Central (0.11km); Blooms The Chemist Casey Central (0.23km)
VIC,-37.682907,145.0704091,Item 133,75%,Coles,0.11,Priceline Pharmacy University Hill,0,0,needs_review,db_only,,Priceline Pharmacy University Hill (0.11km); Bundoora Medical Centre Pharmacy (0.37km)
VIC,-37.913326,144.9927645,Item 133,75%,Coles,0.11,Brighton Health Pharmacy,0,0,needs_review,db_only,,Brighton Health Pharmacy (0.11km); Unknown Pharmacy (0.16km); Brighton Discount Chemist (0.24km)
VIC,-37.811917300000005,145.22921505,Item 133,75%,Woolworths,0.10,Priceline Pharmacy Ringwood,0,0,needs_review,db_only,,Priceline Pharmacy Ringwood (0.10km); Civic Pharmacy (0.34km); Pharmacy Now (0.47km)
VIC,-37.7771492,145.4590878,Item 133,75%,Woolworths,0.11,Seville Village Pharmacy,0,0,needs_review,db_only,,Seville Village Pharmacy (0.11km)
VIC,-37.7017311,144.574255,Item 133,75%,Coles,0.11,UFS Dispensaries South Melton,0,0,needs_review,db_only,,UFS Dispensaries South Melton (0.11km)
VIC,-38.3685746,142.4950598,Item 133,75%,Coles,0.11,Direct Chemist Outlet Northpoint,0,0,needs_review,db_only,,Direct Chemist Outlet Northpoint (0.11km)
VIC,-37.2485895,144.4520922,Item 133,75%,Woolworths,0.11,TerryWhite Chemmart Kyneton,0,0,needs_review,db_only,,TerryWhite Chemmart Kyneton (0.11km)
VIC,-38.13418715,145.85485864999998,"Item 133, Item 134",75%,Coles,0.17,Chemist Discount Centre Drouin,0,0,needs_review,db_only,,Chemist Discount Centre Drouin (0.17km); TerryWhite Chemmart Drouin (0.37km)
VIC,-37.3421575,144.1417141,Item 133,75%,Coles,0.11,Blooms The Chemist Daylesford,0,0,needs_review,db_only,,Blooms The Chemist Daylesford (0.11km)
VIC,-37.5613944,143.8685176,Item 133,75%,Coles Bakery Hill,0.11,UFS Dispensaries Ballarat (Victoria Street),0,0,needs_review,db_only,,UFS Dispensaries Ballarat (Victoria Street) (0.11km)
VIC,-37.8057563,145.0309266,Item 133,75%,Woolworths,0.11,Star Pharmacy,0,0,needs_review,db_only,,Star Pharmacy (0.11km); Chemist Warehouse (0.19km)
VIC,-35.3404775,143.5574889,Item 133,75%,Coles,0.11,Amcal,0,0,needs_review,db_only,,Amcal (0.11km); Marraboor Pharmacy (0.15km); Priceline Pharmacy Swan Hill (0.20km)
VIC,-38.1458229,144.3360867,Item 133,75%,Woolworths,0.11,TerryWhite Chemmart Geelong West,0,0,needs_review,db_only,,TerryWhite Chemmart Geelong West (0.11km)
VIC,-37.820028,145.0354654,Item 133,75%,Coles Local,0.11,TerryWhite Chemmart Hawthorn,0,0,needs_review,db_only,,TerryWhite Chemmart Hawthorn (0.11km); Chemist Warehouse (0.11km); Pulse Pharmacy (0.22km)
VIC,-37.8679128,144.9919849,Item 133,75%,Coles,0.10,Priceline Pharmacy Balaclava,0,0,needs_review,db_only,,Priceline Pharmacy Balaclava (0.10km); Chemist Greenhouse Balaclava (0.15km); Wholesale Pharmacy Balaclava (0.28km)
VIC,-37.866424,145.0937422,Item 133,75%,Woolworths,0.10,PharmaSave,0,0,needs_review,db_only,,PharmaSave (0.10km); TerryWhite Chemmart Ashwood (0.25km)
VIC,-37.737145,145.0028388,Item 133,75%,Woolworths,0.10,Amcal Pharmacy Preston,0,0,needs_review,db_only,,Amcal Pharmacy Preston (0.10km); Chemist Warehouse Preston (0.13km); Saltylicious (0.18km)
VIC,-38.1736001,144.3430639,Item 133,75%,Coles,0.10,Community Care Chemist Belmont,0,0,needs_review,db_only,,Community Care Chemist Belmont (0.10km); Pharmacy 4 Less Belmont (0.16km); Pardeys Eastbrooke Medical Centre Pharmacy (0.26km)
VIC,-37.5636617,149.151655,Item 131,70%,Cann Valley Bush Nursing Centre,N/A,N/A,0,0,verified,google_maps,,
VIC,-37.5663456,149.1514288,Item 131,70%,Cann River Friendly Grocer,N/A,N/A,0,0,verified,google_maps,,
VIC,-37.558366,149.7534583,Item 131,70%,Mallacoota Medical Centre,N/A,N/A,0,0,verified,google_maps,,
VIC,-37.4614389,147.2508422,Item 131,70%,Dargo General Store,N/A,N/A,0,0,verified,google_maps,,
VIC,-37.248503799999995,141.8410323,Item 131,70%,Balmoral Community Store,N/A,N/A,0,0,verified,google_maps,,
VIC,-37.7123253,142.8392691,Item 131,70%,Lake Bolac Licensed Supermarket,N/A,N/A,0,0,verified,google_maps,,
VIC,-37.9242465,141.2754502,Item 131,70%,Dartmoor & District Bush Nursing Centre,N/A,N/A,0,0,verified,google_maps,,
VIC,-36.381404,141.2460378,Item 131,70%,Kaniava Hospital,N/A,N/A,0,0,verified,google_maps,,
VIC,-36.6095617,143.2468538,Item 131,70%,East Wimmera Health Service St Arnaud Campus,N/A,N/A,0,0,verified,google_maps,,
VIC,-36.670831,142.8698477,Item 131,70%,Marnoo General Store,N/A,N/A,0,0,verified,google_maps,,
VIC,-37.5479311,142.7398878,Item 131,70%,Willaura Supermarket,0.19,Trident Pharmacy Willaura,1,0,needs_review,google_maps,Trident Pharmacy Willaura (0.19km),Trident Pharmacy Willaura (0.19km)
VIC,-37.1461904,146.4489816,Item 131,70%,Village Grocer,N/A,N/A,0,0,verified,google_maps,,
VIC,-37.1460735,146.4453481,Item 131,70%,Mt Buller Medical Centre,N/A,N/A,0,0,verified,google_maps,,
